TITLE = "Wave Equation 2D" 
VARIABLES = "x", "y", "u" 
Zone I = 64 J = 64
SOLUTIONTIME = 8.593750e-01
7.812500e-03	7.812500e-03	-6.642764e-01
7.812500e-03	2.343750e-02	-6.315697e-01
7.812500e-03	3.906250e-02	-5.927807e-01
7.812500e-03	5.468750e-02	-5.482829e-01
7.812500e-03	7.031250e-02	-4.985048e-01
7.812500e-03	8.593750e-02	-4.439258e-01
7.812500e-03	1.015625e-01	-3.850716e-01
7.812500e-03	1.171875e-01	-3.225089e-01
7.812500e-03	1.328125e-01	-2.568403e-01
7.812500e-03	1.484375e-01	-1.886982e-01
7.812500e-03	1.640625e-01	-1.187388e-01
7.812500e-03	1.796875e-01	-4.763589e-02
7.812500e-03	1.953125e-01	2.392578e-02
7.812500e-03	2.109375e-01	9.525702e-02
7.812500e-03	2.265625e-01	1.656709e-01
7.812500e-03	2.421875e-01	2.344893e-01
7.812500e-03	2.578125e-01	3.010494e-01
7.812500e-03	2.734375e-01	3.647102e-01
7.812500e-03	2.890625e-01	4.248587e-01
7.812500e-03	3.046875e-01	4.809155e-01
7.812500e-03	3.203125e-01	5.323409e-01
7.812500e-03	3.359375e-01	5.786396e-01
7.812500e-03	3.515625e-01	6.193656e-01
7.812500e-03	3.671875e-01	6.541268e-01
7.812500e-03	3.828125e-01	6.825884e-01
7.812500e-03	3.984375e-01	7.044763e-01
7.812500e-03	4.140625e-01	7.195797e-01
7.812500e-03	4.296875e-01	7.277532e-01
7.812500e-03	4.453125e-01	7.289180e-01
7.812500e-03	4.609375e-01	7.230629e-01
7.812500e-03	4.765625e-01	7.102443e-01
7.812500e-03	4.921875e-01	6.905857e-01
7.812500e-03	5.078125e-01	6.642764e-01
7.812500e-03	5.234375e-01	6.315697e-01
7.812500e-03	5.390625e-01	5.927807e-01
7.812500e-03	5.546875e-01	5.482829e-01
7.812500e-03	5.703125e-01	4.985048e-01
7.812500e-03	5.859375e-01	4.439258e-01
7.812500e-03	6.015625e-01	3.850716e-01
7.812500e-03	6.171875e-01	3.225089e-01
7.812500e-03	6.328125e-01	2.568403e-01
7.812500e-03	6.484375e-01	1.886982e-01
7.812500e-03	6.640625e-01	1.187388e-01
7.812500e-03	6.796875e-01	4.763589e-02
7.812500e-03	6.953125e-01	-2.392578e-02
7.812500e-03	7.109375e-01	-9.525702e-02
7.812500e-03	7.265625e-01	-1.656709e-01
7.812500e-03	7.421875e-01	-2.344893e-01
7.812500e-03	7.578125e-01	-3.010494e-01
7.812500e-03	7.734375e-01	-3.647102e-01
7.812500e-03	7.890625e-01	-4.248587e-01
7.812500e-03	8.046875e-01	-4.809155e-01
7.812500e-03	8.203125e-01	-5.323409e-01
7.812500e-03	8.359375e-01	-5.786396e-01
7.812500e-03	8.515625e-01	-6.193656e-01
7.812500e-03	8.671875e-01	-6.541268e-01
7.812500e-03	8.828125e-01	-6.825884e-01
7.812500e-03	8.984375e-01	-7.044763e-01
7.812500e-03	9.140625e-01	-7.195797e-01
7.812500e-03	9.296875e-01	-7.277532e-01
7.812500e-03	9.453125e-01	-7.289180e-01
7.812500e-03	9.609375e-01	-7.230629e-01
7.812500e-03	9.765625e-01	-7.102443e-01
7.812500e-03	9.921875e-01	-6.905857e-01
2.343750e-02	7.812500e-03	-6.315697e-01
2.343750e-02	2.343750e-02	-5.927807e-01
2.343750e-02	3.906250e-02	-5.482829e-01
2.343750e-02	5.468750e-02	-4.985048e-01
2.343750e-02	7.031250e-02	-4.439258e-01
2.343750e-02	8.593750e-02	-3.850716e-01
2.343750e-02	1.015625e-01	-3.225089e-01
2.343750e-02	1.171875e-01	-2.568403e-01
2.343750e-02	1.328125e-01	-1.886982e-01
2.343750e-02	1.484375e-01	-1.187388e-01
2.343750e-02	1.640625e-01	-4.763589e-02
2.343750e-02	1.796875e-01	2.392578e-02
2.343750e-02	1.953125e-01	9.525702e-02
2.343750e-02	2.109375e-01	1.656709e-01
2.343750e-02	2.265625e-01	2.344893e-01
2.343750e-02	2.421875e-01	3.010494e-01
2.343750e-02	2.578125e-01	3.647102e-01
2.343750e-02	2.734375e-01	4.248587e-01
2.343750e-02	2.890625e-01	4.809155e-01
2.343750e-02	3.046875e-01	5.323409e-01
2.343750e-02	3.203125e-01	5.786396e-01
2.343750e-02	3.359375e-01	6.193656e-01
2.343750e-02	3.515625e-01	6.541268e-01
2.343750e-02	3.671875e-01	6.825884e-01
2.343750e-02	3.828125e-01	7.044763e-01
2.343750e-02	3.984375e-01	7.195797e-01
2.343750e-02	4.140625e-01	7.277532e-01
2.343750e-02	4.296875e-01	7.289180e-01
2.343750e-02	4.453125e-01	7.230629e-01
2.343750e-02	4.609375e-01	7.102443e-01
